"","RecordType","Survey","Quarter","Country","Ship","Gear","SweepLngt","GearEx","DoorType","StNo","HaulNo","Year","Month","Day","TimeShot","DepthStratum","HaulDur","DayNight","ShootLat","ShootLong","HaulLat","HaulLong","StatRec","Depth","HaulVal","HydroStNo","StdSpecRecCode","BySpecRecCode","DataType","Netopening","Rigging","Tickler","Distance","Warplngt","Warpdia","WarpDen","DoorSurface","DoorWgt","DoorSpread","WingSpread","Buoyancy","KiteDim","WgtGroundRope","TowDir","GroundSpeed","SpeedWater","SurCurDir","SurCurSpeed","BotCurDir","BotCurSpeed","WindDir","WindSpeed","SwellDir","SwellHeight","SurTemp","BotTemp","SurSal","BotSal","ThermoCline","ThClineDepth","CodendMesh","SecchiDepth","Turbidity","TidePhase","TideSpeed","PelSampType","MinTrawlDepth","MaxTrawlDepth","DateofCalculation"
"2353","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"558",33,2019,10,29,1153,9,30,"D",54.3816,11.747,54.3782,11.7041,"37G1",21,"V","559",1,1,"R",1.7,NA,NA,2800,136,NA,NA,-9,NA,63,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,45,6,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2354","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"560",34,2019,10,29,1429,9,30,"D",54.5381,11.4139,54.5476,11.3747,"38G1",26,"V","561",1,1,"R",1.5,NA,NA,2745,136,NA,NA,-9,NA,61,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,0,6,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2355","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"564",36,2019,10,30,903,8,30,"D",54.5877,10.6791,54.6039,10.647,"38G0",19,"V","565",1,1,"R",1.7,NA,NA,2750,136,NA,NA,-9,NA,58,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,NA,0,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2356","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"566",37,2019,10,30,1100,8,22,"D",54.6133,10.6432,54.6307,10.6514,"38G0",19,"I",NA,1,1,"R",1.7,NA,NA,2007,136,NA,NA,-9,NA,-9,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,NA,0,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2357","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"567",38,2019,10,30,1139,8,30,"D",54.6291,10.6508,54.6045,10.6416,"38G0",19,"V","568",1,1,"R",1.5,NA,NA,2798,136,NA,NA,-9,NA,59,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,NA,0,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2358","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"562",35,2019,10,30,620,9,30,"N",54.6311,11.1382,54.6418,11.0981,"38G1",20,"V","563",1,1,"R",-9,NA,NA,2839,136,NA,NA,-9,NA,60,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,0,4,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2359","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"556",32,2019,10,29,830,8,30,"D",54.6359,12.1803,54.6108,12.1833,"38G2",16,"V","557",1,1,"R",1.7,NA,NA,2791,136,NA,NA,-9,NA,62,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2360","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"554",31,2019,10,29,651,8,30,"D",54.735,12.2962,54.7146,12.2719,"38G2",18,"V","555",1,1,"R",1.6,NA,NA,2754,136,NA,NA,-9,NA,61,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,22,7,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2361","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"569",39,2019,10,31,715,9,30,"D",54.7932,10.193,54.8122,10.1652,"38G0",25,"V","570",1,1,"R",1.9,NA,NA,2769,136,NA,NA,-9,NA,57,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,202,6,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2362","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"550",29,2019,10,28,1228,8,30,"D",54.8239,12.7276,54.8305,12.6857,"38G2",16,"V","551",1,1,"R",1.5,NA,NA,2785,136,NA,NA,-9,NA,63,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,270,8,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2363","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"552",30,2019,10,28,1352,8,30,"D",54.8713,12.6241,54.8762,12.5819,"38G2",16,"V","553",1,1,"R",1.6,NA,NA,2754,136,NA,NA,-9,NA,62,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,270,6,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2364","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"548",28,2019,10,28,1017,9,30,"D",54.9152,12.942,54.9051,12.9815,"38G2",36,"V","549",1,1,"R",1.8,NA,NA,2769,136,NA,NA,-9,NA,55,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,315,5,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2365","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"581",45,2019,11,2,806,9,30,"D",54.9203,10.1769,54.9453,10.1732,"38G0",33,"V","582",1,1,"R",1.9,NA,NA,2787,150,NA,NA,-9,NA,60,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,170,6,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2366","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"579",44,2019,11,2,649,9,30,"N",54.9623,10.1185,54.9384,10.1324,"38G0",30,"V","580",1,1,"R",2,NA,NA,2804,150,NA,NA,-9,NA,61,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,170,6,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2367","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"593",51,2019,11,4,1020,8,30,"D",55.0385,11.1203,55.0539,11.086,"39G1",11,"V","594",1,1,"R",1.7,NA,NA,2776,136,NA,NA,-9,NA,56,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,240,12,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2368","HH","BITS",4,"LT","AA36","TVS",NA,NA,NA,"26197",4,2019,11,22,824,11,30,"D",55.795,20.0667,55.82,20.0717,"40H0",66,"V","4",1,1,"R",-9,NA,NA,2801,NA,NA,NA,-9,NA,-9,-9,NA,-9,NA,5,3.1,-9,NA,-9,NA,-9,NA,0,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2369","HH","BITS",4,"LT","AA36","TVS",NA,NA,NA,"26206",3,2019,11,21,1354,10,30,"D",55.7383,20.3333,55.7633,20.3333,"40H0",55,"V","3",1,1,"R",-9,NA,NA,2783,NA,NA,NA,-9,NA,-9,-9,NA,-9,NA,0,3.1,-9,NA,-9,NA,-9,135,8,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2370","HH","BITS",4,"LT","AA36","TVS",NA,NA,NA,"26208",2,2019,11,21,1214,11,30,"D",55.6412,20.2467,55.6533,20.2833,"40H0",71,"V","2",1,1,"R",-9,NA,NA,2672,NA,NA,NA,-9,NA,-9,-9,NA,-9,NA,290,2.9,-9,NA,-9,NA,-9,135,9,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2371","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"595",52,2019,11,4,1244,8,30,"D",55.0399,11.1176,55.0551,11.0845,"39G1",11,"V","596",1,1,"R",1.6,NA,NA,2698,136,NA,NA,-9,NA,59,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,240,10,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2372","HH","BITS",4,"DK","26HF","TVS",NA,"S",NA,"583",46,2019,11,2,1242,8,30,"D",55.0691,10.8022,55.0928,10.81,"39G0",10,"V","584",1,1,"R",2.1,NA,NA,2685,136,NA,NA,-9,NA,53,-9,NA,-9,NA,NA,3,-9,NA,-9,NA,-9,170,5,NA,-9,-9,-9,-9,-9,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20220427
"2373","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","165",48,2019,11,21,650,12,30,"N",55.3747,15.2607,55.3927,15.292,"39G5",89,"V","164",1,1,"R",5,NA,NA,2815,360,NA,NA,4.4,520,96,-9,213,-9,NA,46,3,-9,NA,-9,NA,-9,116,11,NA,-9,8.6,8.7,7.16,16.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2374","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","11",3,2019,11,8,1248,12,31,"D",55.3543,15.3734,55.3305,15.3602,"39G5",92,"V","10",1,1,"R",5.6,NA,NA,2785,450,NA,NA,4.4,520,87,-9,213,-9,NA,201,3,-9,NA,-9,NA,-9,175,3,NA,-9,10.6,8.6,7.4,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2375","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","116",25,2019,11,14,633,11,30,"N",55.3341,16.2979,55.309,16.2958,"39G6",71,"V","115",1,1,"R",5.4,NA,NA,2791,400,NA,NA,4.4,520,91,-9,213,-9,NA,180,3,-9,NA,-9,NA,-9,231,9,NA,-9,11,10.8,7.68,15.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2376","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","120",27,2019,11,14,1029,12,30,"D",55.322,16.0523,55.3029,16.0221,"39G6",87,"V","119",1,1,"R",5.6,NA,NA,2865,455,NA,NA,4.4,520,89,-9,213,-9,NA,224,3.1,-9,NA,-9,NA,-9,211,9,NA,-9,10.1,9.9,7.51,16.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2377","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","7",1,2019,11,8,524,11,30,"N",55.3154,14.9363,55.3154,14.9805,"39G4",72,"V","6",1,1,"R",5.8,NA,NA,2795,390,NA,NA,4.4,520,85,-9,213,-9,NA,85,3,2.8,NA,-9,NA,-9,190,7,NA,-9,10.4,12.7,7.62,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2378","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","118",26,2019,11,14,842,12,30,"D",55.3128,16.1775,55.2958,16.1444,"39G6",82,"V","117",1,1,"R",5.6,NA,NA,2821,420,NA,NA,4.4,520,89,-9,213,-9,NA,229,3,-9,NA,-9,NA,-9,225,9,NA,-9,10.7,10.6,7.66,15.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2379","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","9",2,2019,11,8,926,11,30,"D",55.287,15.0765,55.3082,15.0543,"39G5",73,"V","8",1,1,"R",6.1,NA,NA,2750,390,NA,NA,4.4,520,82,-9,213,-9,NA,331,2.9,3.3,NA,-9,NA,-9,230,4,NA,-9,10.1,13.4,7.4,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2380","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","98",21,2019,11,13,739,12,21,"D",55.2712,16.0177,55.2687,16.0628,"39G6",88,"N","96",1,1,"C",-9,NA,NA,2871,NA,NA,NA,4.4,520,-9,-9,213,-9,NA,NA,4.4,-9,NA,-9,NA,-9,190,8,NA,-9,10.7,9,7.66,16.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2381","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","97",20,2019,11,13,631,12,30,"N",55.2617,15.978,55.2384,15.962,"39G5",90,"V","96",1,1,"R",5.1,NA,NA,2787,460,NA,NA,4.4,520,95,-9,213,-9,NA,200,3,-9,NA,-9,NA,-9,175,8,NA,-9,10.7,9,7.66,16.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2382","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","100",22,2019,11,13,925,12,30,"D",55.1491,16.01,55.138,16.0497,"39G6",87,"V","99",1,1,"R",5,NA,NA,2809,460,NA,NA,4.4,520,95,-9,213,-9,NA,115,3,-9,NA,-9,NA,-9,197,8,NA,-9,10.2,9.1,7.59,16.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2383","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","79",18,2019,11,12,1151,11,30,"D",55.0904,15.5945,55.0817,15.6351,"39G5",77,"V","78",1,1,"R",5.3,NA,NA,2759,420,NA,NA,4.4,520,91,-9,213,-9,NA,110,3,-9,NA,-9,NA,-9,215,12,NA,-9,10.3,12.9,7.51,15.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2384","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","102",23,2019,11,13,1155,10,30,"D",55.0749,16.4267,55.0491,16.4265,"39G6",54,"V","101",1,1,"R",5.7,NA,NA,2872,340,NA,NA,4.4,520,87,-9,213,-9,NA,179,3.1,-9,NA,-9,NA,-9,203,6,NA,-9,10.7,9.5,7.65,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2385","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","81",19,2019,11,12,1356,12,30,"D",55.0463,15.684,55.0553,15.7256,"39G5",86,"V","80",1,1,"R",5.4,NA,NA,2835,440,NA,NA,4.4,520,92,-9,213,-9,NA,67,3,-9,NA,-9,NA,-9,206,10,NA,-9,10,10.2,7.46,16.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2386","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","77",17,2019,11,12,912,10,30,"D",55.0449,15.2236,55.0607,15.1887,"39G5",53,"V","76",1,1,"R",5.4,NA,NA,2828,340,NA,NA,4.4,520,87,-9,213,-9,NA,315,3.1,-9,NA,-9,NA,-9,195,14,NA,-9,10.4,12.2,7.65,12.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2387","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","104",24,2019,11,13,1401,10,30,"D",55.0277,16.3389,55.013,16.3046,"39G6",56,"V","103",1,1,"R",5.3,NA,NA,2730,340,NA,NA,4.4,520,90,-9,213,-9,NA,230,3,-9,NA,-9,NA,-9,143,6,NA,-9,10.8,9.2,7.63,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2388","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","75",16,2019,11,12,629,11,30,"N",54.8939,15.172,54.8854,15.1305,"38G5",60,"V","74",1,1,"R",5.5,NA,NA,2822,350,NA,NA,4.4,520,89,-9,213,-9,NA,252,3,-9,NA,-9,NA,-9,177,11,NA,-9,10.8,9.1,7.67,9.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2389","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","61",13,2019,11,11,911,11,30,"D",54.8508,15.7409,54.8494,15.6976,"38G5",77,"V","60",1,1,"R",5.3,NA,NA,2778,440,NA,NA,4.4,520,90,-9,213,-9,NA,263,3,-9,NA,-9,NA,-9,177,9,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2390","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","63",14,2019,11,11,1143,11,30,"D",54.8427,15.6367,54.832,15.5978,"38G5",76,"V","62",1,1,"R",5.6,NA,NA,2758,420,NA,NA,4.4,520,-9,-9,213,-9,NA,247,3,-9,NA,-9,NA,-9,178,10,NA,-9,9.4,9.9,7.52,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2391","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","64",15,2019,11,11,1350,11,30,"D",54.8379,15.2547,54.8602,15.2745,"38G5",69,"V","65",1,1,"R",5.7,NA,NA,2783,390,NA,NA,4.4,520,-9,-9,213,-9,NA,25,3,-9,NA,-9,NA,-9,173,10,NA,-9,10.5,10,7.64,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2392","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","59",12,2019,11,11,631,11,30,"N",54.817,15.9034,54.7992,15.8716,"38G5",64,"V","58",1,1,"R",6.4,NA,NA,2837,380,NA,NA,4.4,520,84,-9,213,-9,NA,224,3.1,-9,NA,-9,NA,-9,205,9,NA,-9,11.1,9.7,7.68,15.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2393","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","24",4,2019,11,9,627,11,30,"N",54.7968,15.0429,54.8025,15.0009,"38G5",60,"V","23",1,1,"R",5.9,NA,NA,2761,350,NA,NA,4.4,520,85,-9,213,-9,NA,284,3,-9,NA,-9,NA,-9,134,5,NA,-9,11.4,10.7,7.6,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2394","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","26",5,2019,11,9,930,11,30,"D",54.7695,14.9991,54.7463,14.9816,"38G4",60,"V","25",1,1,"R",6.1,NA,NA,2817,360,NA,NA,4.4,520,85,-9,213,-9,NA,205,3,-9,NA,-9,NA,-9,184,4,NA,-9,11.5,10.3,7.6,10.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2395","HH","BITS",4,"LT","AA36","TVS",NA,NA,NA,"26052",1,2019,11,21,934,11,30,"D",55.4867,20.6333,55.5083,20.6083,"39H0",65,"V","1",1,1,"R",-9,NA,NA,2882,NA,NA,NA,-9,NA,-9,-9,NA,-9,NA,315,3.2,-9,NA,-9,NA,-9,135,9,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2396","HH","BITS",4,"EE","AA36","TVS",NA,NA,"T","1",10,2019,11,21,1815,10,30,"N",58.65,22.03,58.66,22.06,"46H2",42,"A","1",3,0,"C",-9,NA,NA,2315,NA,NA,NA,-9,235,-9,16,NA,-9,NA,NA,-9,-9,NA,-9,NA,-9,225,14,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2397","HH","BITS",4,"EE","AA36","TVS",NA,NA,"T","1",9,2019,11,21,1745,10,30,"N",58.65,21.85,58.66,21.89,"46H1",47,"A","1",3,0,"C",-9,NA,NA,2500,NA,NA,NA,-9,235,-9,16,NA,-9,NA,NA,-9,-9,NA,-9,NA,-9,225,14,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2398","HH","BITS",4,"EE","AA36","TVS",NA,NA,"T","1",8,2019,11,21,1656,10,30,"N",58.62,21.85,58.63,21.87,"46H1",47,"A","1",3,0,"C",-9,NA,NA,2315,NA,NA,NA,-9,235,-9,16,NA,-9,NA,NA,-9,-9,NA,-9,NA,-9,225,14,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2399","HH","BITS",4,"EE","AA36","TVS",NA,NA,"T","1",7,2019,11,21,1605,10,30,"D",58.57,21.57,58.59,21.58,"46H1",41,"A","1",3,0,"C",-9,NA,NA,2315,NA,NA,NA,-9,235,-9,16,NA,-9,NA,NA,-9,-9,NA,-9,NA,-9,225,14,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2400","HH","BITS",4,"EE","AA36","TVS",NA,NA,"T","1",6,2019,11,21,1215,11,30,"D",58.57,21.55,58.59,21.52,"46H1",74,"A","1",3,0,"C",-9,NA,NA,2315,NA,NA,NA,-9,235,-9,16,NA,-9,NA,NA,-9,-9,NA,-9,NA,-9,225,14,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2401","HH","BITS",4,"EE","AA36","TVS",NA,NA,"T","1",5,2019,11,21,1100,11,30,"D",58.46,21.56,58.48,21.53,"45H1",72,"V","1",3,0,"C",-9,NA,NA,2408,NA,NA,NA,-9,235,-9,16,NA,-9,NA,NA,-9,-9,NA,-9,NA,-9,225,14,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2402","HH","BITS",4,"EE","AA36","TVS",NA,NA,"T","1",4,2019,11,21,602,11,30,"D",58.02,21.12,58.03,21.09,"45H1",72,"V","1",3,0,"C",-9,NA,NA,2315,NA,NA,NA,-9,235,-9,16,NA,-9,NA,NA,-9,-9,NA,-9,NA,-9,225,14,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2403","HH","BITS",4,"EE","AA36","TVS",NA,NA,"T","1",3,2019,11,21,541,11,30,"N",57.98,21.29,57.99,21.26,"44H1",68,"V","1",3,0,"C",-9,NA,NA,2315,NA,NA,NA,-9,235,-9,16,NA,-9,NA,NA,-9,-9,NA,-9,NA,-9,225,14,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2404","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","133",32,2019,11,16,1227,10,30,"D",56.0835,17.4086,56.0704,17.3713,"41G7",41,"V","132",1,1,"R",6.1,NA,NA,2741,280,NA,NA,4.4,520,79,-9,213,-9,NA,239,3,-9,NA,-9,NA,-9,123,14,NA,-9,8,7,6.86,7.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2405","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","131",31,2019,11,16,1003,11,30,"D",56.0558,17.7393,56.0754,17.7671,"41G7",64,"V","130",1,1,"R",5.5,NA,NA,2776,370,NA,NA,4.4,520,86,-9,213,-9,NA,38,3,-9,NA,-9,NA,-9,125,13,NA,-9,9.2,5.2,7.15,8.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2406","HH","BITS",4,"DK","26D4","TVL",NA,NA,"T","149",40,2019,11,19,635,10,30,"N",55.8702,16.0173,55.8711,16.0635,"40G6",54,"V","148",1,1,"R",5.7,NA,NA,2884,340,NA,NA,4.4,520,87,-9,213,-9,NA,86,3.1,-9,NA,-9,NA,-9,180,12,NA,-9,8.3,7.6,6.78,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2407","HH","BITS",4,"SE","77SE","TVL",75,NA,NA,"93",29,2019,11,27,657,10,25,"D",56.3492,18.4437,56.3337,18.4193,"41G8",41,"V","89",1,1,"C",6,NA,NA,2296,220,NA,NA,4.4,720,68,30,213,-9,488,222,2.9,-9,NA,-9,NA,-9,160,8,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2408","HH","BITS",4,"SE","77SE","TVL",75,NA,NA,"86",22,2019,11,25,1305,9,30,"D",56.3935,18.4888,56.3727,18.4657,"41G8",36,"V","83",1,1,"C",5.8,NA,NA,2797,200,NA,NA,4.4,720,64,-9,213,-9,488,213,3.1,-9,NA,-9,NA,-9,110,7,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2409","HH","BITS",4,"SE","77SE","TVL",75,NA,NA,"92",28,2019,11,26,1313,11,30,"D",56.4617,18.6765,56.4837,18.698,"41G8",74,"V","88",1,1,"C",5.9,NA,NA,2778,270,NA,NA,4.4,720,64,28,213,-9,488,29,3,-9,NA,-9,NA,-9,140,7,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2410","HH","BITS",4,"SE","77SE","TVL",75,NA,NA,"94",30,2019,11,27,1324,11,30,"D",56.6928,16.9977,56.6688,16.9858,"42G6",66,"V","90",1,1,"C",5.7,NA,NA,2797,270,NA,NA,4.4,720,66,27,213,-9,488,198,3,-9,NA,-9,NA,-9,130,6,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2411","HH","BITS",4,"SE","77SE","TVL",75,NA,NA,"75",11,2019,11,23,721,11,30,"D",56.944,17.1777,56.9683,17.1895,"42G7",72,"V","72",1,1,"C",5.6,NA,NA,2778,250,NA,NA,4.4,720,66,28,213,-9,488,16,3,-9,NA,-9,NA,-9,110,8,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2412","HH","BITS",4,"SE","77SE","TVL",75,NA,NA,"72",8,2019,11,22,1227,11,30,"D",56.992,17.9512,57.0168,17.9558,"42G7",65,"V","70",1,1,"C",5.8,NA,NA,2778,250,NA,NA,4.4,720,66,-9,213,-9,488,21,3,-9,NA,-9,NA,-9,120,13,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2413","HH","BITS",4,"SE","77SE","TVL",75,NA,NA,"73",9,2019,11,22,1354,11,26,"D",57.0495,17.9208,57.0702,17.9115,"43G7",75,"V","70",1,1,"C",5.1,NA,NA,2371,270,NA,NA,4.4,720,66,-9,213,-9,488,349,3,-9,NA,-9,NA,-9,120,13,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2414","HH","BITS",4,"SE","77SE","TVL",75,NA,NA,"85",21,2019,11,25,703,10,30,"D",57.1762,18.8628,57.1652,18.8222,"43G8",48,"V","82",1,1,"C",6.1,NA,NA,2759,225,NA,NA,4.4,720,66,28,213,-9,488,246,2.9,-9,NA,-9,NA,-9,100,6,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2415","HH","BITS",4,"SE","77SE","TVL",75,NA,NA,"84",20,2019,11,24,1030,12,30,"D",57.2805,19.1013,57.2597,19.0762,"43G9",83,"N","81",1,1,"C",-9,NA,NA,2778,NA,NA,NA,4.4,720,-9,-9,213,-9,488,NA,3,-9,NA,-9,NA,-9,NA,NA,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
"2416","HH","BITS",4,"SE","77SE","TVL",75,NA,NA,"83",19,2019,11,24,1325,10,30,"D",57.2812,18.961,57.2608,18.9352,"43G8",53,"V","80",1,1,"C",5.6,NA,NA,2778,220,NA,NA,4.4,720,65,27,213,-9,488,217,3,-9,NA,-9,NA,-9,70,6,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220427
